label,Near earth,Magnitude,Eccentricity,Semi-major axis (AU),Perihelion distance (AU),Rotation period (s)
Juliana(ACE),N,10.5,0.1087,3.0027,2.6764,38005.2
JulianLoewe(MR4),N,12.7,0.0963,2.3848,2.1552,9497.52
Julietta(QF),N,10.9,0.0526,2.9932,2.8357,73080
Julioangel(NR),N,12.6,0.1335,2.5572,2.2159,35064
Junepatterson(BF),N,12,0.1049,3.2427,2.9025,40572
Jung(GB3),N,13.2,0.0974,3.2349,2.9197,
Junichi(CE1),N,11.2,0.0495,3.2456,3.085,61822.8
Junili(RJ11),N,13.7,0.1084,3.1324,2.7927,21600
Juno(ARA),N,5.33,0.2569,2.6683,1.9827,25956
Junsaito(BL2),N,12.2,0.0449,3.2478,3.102,50450.4
Jurafrance(YF5),N,11.9,0.1297,2.5853,2.25,14904
Jurgen(VT),N,12.4,0.1558,2.5883,2.1851,50400
Jussieu(OS10),N,13.8,0.1811,3.1549,2.5836,
Justitia(ASA),N,9.7,0.2131,2.6168,2.0592,119260.8
Jutta(DC),N,12.3,0.1304,2.3828,2.072,765000
Jutzi(RP5),N,13.7,0.1116,2.5624,2.2765,
Juubichi(UH15),N,13.4,0.0737,3.0606,2.835,
Juvisia(AQJ),N,10,0.1365,3.0004,2.591,57348
Jyoumon(VR4),N,13.1,0.1754,3.1095,2.564,
Jyvaskyla(UH),N,12.5,0.1901,2.2423,1.8161,31779
Ka-Dar(SM29),N,13.5,0.1792,3.1826,2.6123,
Kaarina(QB),N,13.3,0.2397,2.4872,1.891,10975.176
Kaasalainen(BC11),N,13.8,0.0957,2.3138,2.0925,
Kabashima(VG),N,12,0.0733,3.0063,2.7861,22096.8
Kabudari(SM3),N,13.9,0.1776,3.1452,2.5865,
Kaburaki(CK),N,12.2,0.0584,3.0057,2.83,17283.8376
Kacha(TU6),N,10.1,0.119,3.9876,3.5129,46800
Kachmokiam(TD),N,13.3,0.1755,3.2073,2.6443,38412
Kachuevskaya(RA3),N,12.2,0.1037,2.3359,2.0937,153115.2
Kacivelia(ARC),N,11.2,0.281,3.1639,2.2748,57423.6
Kafka(AU2),N,13.4,0.1045,2.2242,1.9918,
Kagamigawa(TX),N,13.1,0.0697,2.3513,2.1874,
Kagawa(CN),N,12.2,0.072,3.0039,2.7878,24297.84
Kagayayutaka(SD2),N,11.9,0.1816,3.0836,2.5236,14256
Kagiroino-Oka(WO9),N,12.9,0.0235,2.7685,2.7034,
Kagura(RD5),N,12.8,0.1792,3.1335,2.5721,
Kaguyahime(UT7),N,12.7,0.1893,3.1458,2.5502,
Kahnia(OG),N,13.3,0.1625,2.2533,1.8871,44697.6
Kaho(FL3),N,13.3,0.2741,2.4009,1.7427,14610.24
Kahrstedt(FS1),N,11.2,0.1541,2.5447,2.1525,28695.6
Kaidanovskij(VN2),N,12.1,0.1488,2.6374,2.245,68923.44
Kairen(VZ2),N,12.5,0.2225,2.5407,1.9754,
Kaiser(SB),N,12.6,0.2568,2.3959,1.7806,46872
Kajaani(UB),N,11.6,0.2412,3.1242,2.3706,
Kakegawa(UZ),N,13.4,0.2916,2.592,1.8363,
Kakhovka(SH5),N,12.7,0.1346,3.1217,2.7016,
Kakkuri(UL),N,11.9,0.1906,3.1603,2.5581,97200
Kakogawa(RC11),N,13.3,0.1952,3.089,2.486,
Kalahari(ANC),N,11.1,0.1442,2.8562,2.4444,76150.8
Kalatajean(SR2),N,12.1,0.1395,2.6823,2.3081,16393.032
Kalchas(SM),N,10.1,0.0442,5.1656,4.9373,105120
Kalevala(DO),N,12.7,0.1428,2.3645,2.0268,
Kaleycuoco(ES9),N,13.8,0.0276,3.1673,3.08,
Kalinga(US10),N,13.8,0.0586,2.8527,2.6857,
Kalinin(YX),N,11.6,0.1679,2.6395,2.1964,10540.8
Kallavesi(UP),N,12.6,0.093,2.3988,2.1757,
Kalle(UM),N,12.5,0.1453,2.6954,2.3039,
Kallestroetzel(XH9),N,13.3,0.1862,3.0425,2.4759,
Kalliope(AWA),N,6.5,0.098,2.9103,2.625,14933.88
Kallisto(ATA),N,8.9,0.1741,2.6714,2.2063,70160.4
Kalm(GH),N,11,0.0606,3.074,2.8878,82080
Kalman(UX10),N,12.9,0.1126,2.575,2.2849,
Kalmykia(QK3),N,12.9,0.1703,2.2398,1.8583,43200
Kaluga(QL4),N,12.5,0.1238,3.198,2.8021,
Kaluna(VX2),N,13.3,0.0641,2.542,2.3791,
Kalypso(AGA),N,8.9,0.2048,2.6189,2.0826,32529.6
Kama(QD),N,13.3,0.2087,2.2584,1.7871,180252
Kamchatka(PY3),N,13.5,0.1599,2.5776,2.1656,56167.2
Kamegamori(JU),N,13.7,0.1351,2.3186,2.0053,13791.6
Kamel(UT3),N,12,0.1594,2.6161,2.1991,9860.4
Kamenka(TS3),N,12.3,0.2267,3.1526,2.4379,24058.8
Kamenyar(RZ6),N,11.5,0.0965,3.1633,2.8581,
Kameoka(BS1),N,11.9,0.1252,3.1656,2.7692,23623.2
Kameya(KO),N,13.4,0.2472,2.2937,1.7267,21528
Kamimachi(XM1),N,13,0.0559,2.8137,2.6564,
Kaminokuni(WT),N,13.1,0.112,2.2299,1.9801,25426.8
Kamiokanatsu(JT37),N,13.7,0.0538,2.7865,2.6365,25434
Kamisaibara(PU4),N,12.6,0.0225,3.0112,2.9435,42899.76
Kamiyama(AW),N,12.5,0.1377,2.599,2.2412,
Kamo(VE1),N,12.7,0.0622,2.4182,2.2677,45360
Kamogata(XQ1),N,12.9,0.1234,3.1909,2.7973,
Kamogawa(AP1),N,12.4,0.217,2.9846,2.337,
Kamuimintara(YA),N,12,0.0911,3.0572,2.7788,17765.64
Kanagawa(AR16),N,12.7,0.1591,2.9825,2.508,21222
Kaname(UG),N,12.5,0.0338,2.937,2.8376,65419.2
Kanamishogo(SF42),N,13.4,0.0611,3.0764,2.8883,
Kanatsu(KD2),N,13.1,0.1686,2.3337,1.9403,14490
Kanaya(UH),N,13.1,0.1677,2.3457,1.9522,13687.92
Kanba(HA2),N,13.5,0.2431,3.1369,2.3744,
Kanda(DE),N,11.3,0.1154,3.0995,2.7417,
Kandatai(GG1),N,12,0.0536,2.9892,2.8291,33350.4
Kaneko(WX),N,11.3,0.0953,3.0155,2.7281,
Kanetugu(WC4),N,12,0.2269,3.1093,2.4039,
Kani(TX),N,13.1,0.1991,2.4284,1.9448,20620.44
Kanpuzan(BG1),N,13.4,0.2025,3.13,2.4962,
Kanroku(DR1),N,12,0.1648,2.6003,2.1718,9417.6
Kansas(VB),N,13.2,0.0793,2.7447,2.5271,
Kant(CL3),N,12.9,0.2229,2.808,2.1821,
Kanuchova(QF222),N,13,0.0485,3.0526,2.9045,
Kaokuen(XJ2),N,13.3,0.1358,2.4464,2.1141,
Kapaneus(T-2),N,11.5,0.0098,5.1807,5.1297,
Kapitsa(UZ5),N,12.9,0.0757,2.271,2.0991,22759.2
Kaplan(RH),N,11.6,0.2272,2.3822,1.841,34030.8
Kapteynia(ADF),N,9.3,0.093,3.175,2.8798,58860
Kapur(T-3),N,12.5,0.1871,3.1718,2.5784,
Karamanov(RZ3),N,12.8,0.2339,2.6912,2.0617,15105.6
Karatsu(YV6),N,13.5,0.1666,2.9395,2.4499,
Karbyshev(NB),N,12.8,0.1335,2.316,2.0069,27804.24
Karel(PH),N,12.8,0.1915,2.2386,1.8099,12149.46
Karelraska(BN1),N,13.4,0.1758,2.5629,2.1124,
Karelzeman(LF),N,12.9,0.1471,3.1691,2.7028,12852
Karen(QD),N,11.8,0.3266,2.9829,2.0086,22761.72
Karetnikov(SP6),N,12.3,0.1799,3.169,2.5991,
Kariba(LC),N,12.7,0.1874,2.2353,1.8164,11402.28
Karin(ASE),N,11.2,0.0811,2.8644,2.6321,66052.8
Karitskaya(SW9),N,13.9,0.1048,3.0682,2.7465,
Karl-Ontjes(P-L),N,11.9,0.1088,2.7878,2.4845,
Karlheinz(AC3),N,13.8,0.1593,2.6438,2.2228,16876.8
KarlMarx(TH6),N,12.7,0.1826,2.7933,2.2833,
Karlsorensen(RK65),N,13.7,0.0617,2.6737,2.5087,
Karma(TH),N,11.9,0.1306,2.5769,2.2405,47628
Karoji(CY1),N,13.6,0.1336,2.6365,2.2843,
Karolinum(UZ),N,10.9,0.1597,2.9088,2.4443,151776
Karttunen(WP),N,12.8,0.1137,2.6319,2.3325,45003.636
Kartvelia(ABK),N,9.5,0.1172,3.2165,2.8397,68544
Kasahara(TX1),N,12.9,0.1138,2.3983,2.1254,31842
Kaseda(DK1),N,11.4,0.1512,3.147,2.6712,18396
Kashirina(PH),N,11.3,0.1068,3.0611,2.7342,53416.8
Kashiwagi(GX24),N,13.1,0.082,3.1753,2.9149,
Kashiwagura(NG3),N,12.5,0.0912,3.0046,2.7305,
Kashkashian(VG),N,13,0.2356,2.7804,2.1255,42339.6
Kassandra(AOA),N,8.3,0.1368,2.6781,2.3118,38675.16
Kastalia(ARL),N,12.6,0.2135,2.325,1.8287,11253.24
Kastel'(JP1),N,12.9,0.2192,2.2593,1.7641,30556.8
Katanga(MB),N,11.1,0.192,2.3709,1.9156,30531.6
Kate(ASH),N,12.6,0.202,2.2418,1.789,20242.08
Katgert(T-1),N,12.5,0.097,3.0116,2.7196,34002
Katharina(ATB),N,10.8,0.1172,3.0096,2.6567,24813.36
Katharvard(RK40),N,13.7,0.0117,2.9875,2.9525,11170.8
Kathleen(FM),N,10.4,0.1073,3.1603,2.8211,40248
Kathmandu(TF2),N,12.4,0.1418,3.2342,2.7755,
Kathryn(DE),N,11.1,0.1612,2.9023,2.4344,27756
Kathy(KD),N,12.6,0.2561,2.3826,1.7724,14990.4
Kathyclemmer(GK33),N,13.2,0.0816,3.0376,2.7897,
Kathywhaler(WK),N,11,0.0895,3.5413,3.2244,139428
Katiecrysup(HJ99),N,13.9,0.1381,3.0833,2.6574,
Katja(QC),N,9.3,0.141,3.1116,2.6728,66474
Kato(UW),N,13.4,0.1012,2.2356,2.0093,51368.4
Katotsuyoshi(UO2),N,13.7,0.1963,2.3244,1.8681,
Katsuhiko(BD1),N,12.6,0.289,2.4372,1.7328,19402.92
Katsuno(HR),N,12.3,0.1484,2.8038,2.3877,
Katsurahama(XA),N,13,0.1374,2.268,1.9563,10569.6
Katyusha(YB),N,12.2,0.1342,2.2093,1.9129,34199.64
Kaverznev(PR),N,13.2,0.1398,2.1949,1.8881,
Kawabata(FP),N,13,0.1483,3.2212,2.7437,
Kawaguchijun(YA),N,13,0.0599,3.0082,2.8281,22032
Kawakita(AF1),N,13.5,0.1957,3.1745,2.5531,
Kawamura(UO3),N,13.3,0.1865,2.5779,2.097,
Kawane(AD),N,11.2,0.2133,3.1476,2.4761,20756.16
Kayala(QX),N,13.3,0.1085,2.2383,1.9955,10620
Kaye(DY4),N,11.9,0.1041,3.2253,2.8897,36021.6
Kayor(AC),N,12.3,0.1948,2.6615,2.1432,
Kazbegi(KH),N,12.9,0.1122,2.3458,2.0825,
Kazuhisa(AY),N,12.5,0.2237,3.1173,2.42,
Kazuko(UG2),N,12.8,0.1637,2.589,2.1652,
Kazutaka(WA2),N,12.4,0.1468,2.5663,2.1895,
Kazuya(AC1),N,12.3,0.1743,2.5689,2.1211,
Kazuyukihanda(RF),N,13.4,0.2009,3.2146,2.5688,
Keats(CZ),N,11.9,0.1164,3.0987,2.7379,
Keay(UH2),N,13.1,0.1894,2.6785,2.1713,
Keck(KC),N,12.9,0.3019,2.601,1.8158,108000
Keeler(HC),N,13,0.2362,2.3786,1.8168,83160
KeetSeel(LK),N,13,0.3694,3.1511,1.9871,
Keikonakamura(EE28),N,13.4,0.078,2.8391,2.6178,
Keinonen(TJ1),N,12.4,0.0893,3.0036,2.7354,
Keisukenagao(FC1),N,13.2,0.1685,3.144,2.6143,17485.7832
Keithtritton(LK35),N,12.9,0.1148,3.2165,2.8472,
Keizan(TC),N,13.5,0.3168,2.3604,1.6125,70848
Keldysh(SQ4),N,12.6,0.1025,2.681,2.4062,27241.2
Kellaway(LK),N,12.9,0.0681,2.9909,2.7871,
Kelsey(PN),N,12.1,0.1717,2.677,2.2173,18396
Kemerovo(PE),N,11.4,0.0585,2.9859,2.8113,33120
Kempchinsky(TK4),N,11.6,0.1087,3.6317,3.2369,
Kemstach(YP1),N,11.2,0.087,3.3709,3.0777,50760
Kenichi(FQ2),N,13,0.1733,2.7623,2.2835,
Kenjitanabe(VN3),N,13.5,0.2292,3.1843,2.4545,
Kenjitoba(UX8),N,13.5,0.1173,3.1944,2.8196,
Kenmotsu(AH3),N,13.6,0.0479,2.4028,2.2877,
Kennajeannet(QA22),N,13,0.0706,3.18,2.9554,
Kennedy(TR),N,13.7,0.1359,2.4296,2.0993,13172.4
Kennethseitz(KS3),N,12.7,0.0416,3.2032,3.0701,
Kennoguchi(BB),N,12.7,0.1718,2.7933,2.3134,
Kenreimonin(BO),N,12.9,0.0676,2.7997,2.6106,
Kenrussell(TT1),N,12.7,0.1763,2.5627,2.1107,18906.48
Kent(FV19),N,13.6,0.129,2.742,2.3884,
Kentarohirata(BH3),N,12.3,0.2018,3.0964,2.4716,40618.8
Kenwill(OJ),N,13.7,0.1663,3.1163,2.5982,
Kenya(LA),N,10.8,0.2628,2.405,1.7729,676800
Kenzo(UP1),N,12.7,0.1624,2.6383,2.2098,
Kenzokohno(AP1),N,13,0.1476,3.1426,2.6788,
Kerch(LF),N,11.2,0.0962,3.0193,2.7289,34063.2
Kero(AJ42),N,13.5,0.1137,2.5993,2.3039,
Kerstin(ATB),N,10.6,0.1165,3.2368,2.8597,67377.6
Kessler(YA9),N,13.6,0.0593,2.9767,2.8001,
Kevinhousen(VK213),N,13.7,0.0356,3.2127,3.0985,
Kevinrighter(EW20),N,13.4,0.1467,3.161,2.6973,14436
Kevo(FS),N,10.8,0.065,3.0429,2.8452,34668
Kevola(WK),N,10.8,0.0855,2.848,2.6044,72295.2
Keyaki(VC1),N,13.7,0.2139,2.7171,2.1359,
Khadzhinov(FQ2),N,12.1,0.046,3.0021,2.8639,
Khama(ND),N,10.9,0.1569,3.1876,2.6874,56491.2
Khanina(YJ1),N,13,0.1018,2.2296,2.0025,12996
Kharadze(US),N,12.1,0.057,3.17,2.9894,50814
Kharasterteam(QP),N,13.2,0.0673,2.5827,2.4088,
Kharkiv(SS17),N,12.7,0.1663,3.1473,2.6239,
Kharkivuniver(VO),N,13.5,0.3194,2.5529,1.7376,
Khege(SV53),N,13.2,0.0912,3.1909,2.8999,
Kholshevnikov(RV3),N,12.1,0.1776,3.103,2.5518,
Khotinok(SN),N,13.3,0.2379,2.3667,1.8038,
Khrennikov(SD6),N,13.7,0.1545,2.4134,2.0404,21888.396
Khromchenko(RT3),N,12.6,0.0938,2.8032,2.5402,
Khryses(PY),N,10.6,0.1211,5.1954,4.5663,24703.2
Khture(TH2),N,13.2,0.1718,3.1452,2.6049,
Khvorostovsky(PX),N,13.4,0.271,2.7927,2.0358,
Kiang(NK),N,11.8,0.1024,3.1475,2.8251,29671.56
Kibeshigemaro(FC1),N,11.8,0.1132,3.1551,2.7978,32997.6
Kibi(EJ5),N,12,0.1503,3.1685,2.6922,
Kibirev(TR2),N,13.2,0.0859,2.8501,2.6052,54615.6
Kida(XH),N,11.6,0.1219,3.1743,2.7873,
Kieffer(JV1),N,11.6,0.1104,2.6386,2.3474,10252.8
Kienle(RF),N,13.1,0.3128,2.65,1.8211,105300
Kierkegaard(SE2),N,12.9,0.0478,2.8092,2.6749,
Kiess(OZ),N,11.9,0.1539,3.1187,2.6388,39722.4
Kiev(QD1),N,12.7,0.1667,2.2554,1.8794,
Kievtech(RK1),N,12.6,0.1845,3.1111,2.5371,
Kigoshi(DX1),N,13.5,0.2377,2.7605,2.1043,
Kigoyama(SO),N,12.7,0.1719,3.1791,2.6327,
Kikunokai(VT6),N,13.5,0.1185,2.9292,2.582,
Kikwaya(TG1),N,13.1,0.1244,2.5662,2.2471,18546.2676
Kiladze(QO6),N,12.8,0.0787,2.6965,2.4843,
Kilia(AHC),N,10,0.0939,2.4046,2.1789,1044000
Kiliaan(OZ7),N,13,0.1605,2.8784,2.4164,12376.062
Kilimanjaro(NN4),N,13.8,0.1609,3.2317,2.7117,13176
Kilmartin(APC),N,11.8,0.1217,2.794,2.4539,13827.6
Kilopi(AC),N,12.3,0.0883,2.5555,2.3298,54460.8
Kimclijsters(PK7),N,13.7,0.2094,3.1982,2.5284,
Kimcochran(GV),N,13.8,0.0857,2.8606,2.6156,
Kimnovak(GT5),N,13.7,0.1387,3.1603,2.7221,43632
Kimura(CG),N,13.9,0.1771,2.7965,2.3011,
Kineyayasuyo(VN2),N,13.1,0.1961,3.0908,2.4847,16848
King(RJ1),N,11.6,0.0314,2.7853,2.6977,10932.48
Kinkakuji(AZ21),N,13.5,0.1387,3.1101,2.6789,
Kinkowan(UP6),N,12.4,0.1643,2.9702,2.4822,
Kinokonasu(QJ147),N,13.2,0.1911,3.1093,2.515,
Kinoshita(SG1),N,13.7,0.1736,2.5635,2.1184,
Kinpu(YW13),N,13.6,0.1151,2.2903,2.0267,7948.8
Kippenhahn(QP1),N,12.8,0.1251,2.3075,2.0187,37548
Kippes(ARA),N,10.7,0.0549,3.0157,2.8501,64800
Kira(DA),N,12.4,0.0463,2.2368,2.1331,10695.6
Kirghizia(FR2),N,12.4,0.0786,2.4498,2.2574,16023.6
Kirigamine(WD3),N,12.9,0.0173,2.8351,2.7861,
Kiril-Metodi(PB4),N,12.9,0.0872,2.2213,2.0276,17795.88
Kirillavrov(TM3),N,13.2,0.1389,2.2593,1.9454,17064
Kirkwood(AT),N,10.2,0.24,3.9237,2.9819,45064.8
Kirsan(GM7),N,12.5,0.0722,3.2329,2.9995,14925.6
Kirsanov(TS1),N,12.5,0.0853,3.0235,2.7656,
Kirstinemeyer(VF),N,13.1,0.2394,2.415,1.8368,19710
Kiryu(VQ),N,12.8,0.0101,2.9017,2.8725,
Kisala(RK3),N,13.6,0.1979,2.9068,2.3315,141264
Kiselev(RQ2),N,11.3,0.0735,3.2112,2.9752,
Kiselman(FH3),N,13.4,0.0794,3.0144,2.7751,
Kiso(UV5),N,11,0.0598,2.7585,2.5937,61704
Kisohinoki(WQ2),N,13.5,0.1678,2.6841,2.2337,
Kissling(MD),N,12.5,0.1014,3.0305,2.7234,
Kistemaker(T-3),N,13.9,0.0938,3.1381,2.8438,
Kitakamigawa(BA3),N,13.4,0.0684,3.0572,2.8481,14430.0276
Kitami(WM),N,12.2,0.1625,3.2394,2.7129,13677.12
Kitao(SQ2),N,13.2,0.1855,2.6108,2.1265,466200
Kitezh(HX4),N,12.9,0.1498,2.3355,1.9855,9288
Kittisvaara(TG),N,12,0.1018,2.6205,2.3536,36442.8
KittPeak(UQ2),N,13.1,0.041,2.292,2.198,
Kivi(DK1),N,12.5,0.1332,2.6107,2.263,641520
Kiyomori(DQ),N,13.2,0.1049,2.2925,2.052,23295.24
Kiyosato(VK5),N,11.3,0.0739,3.0355,2.8112,31633.2
Kiyose(XE),N,11.9,0.0989,3,2.7032,
Kjeriksson(FM16),N,13.5,0.1307,3.2343,2.8116,
Klarasmi(AV239),N,13.2,0.2555,2.7938,2.0799,
Klass(RM2),N,13.9,0.2257,2.6159,2.0256,
Kleczek(QH),N,11.9,0.1818,3.1547,2.5812,26301.6
Kleewyck(AD2),N,13.2,0.1603,2.6181,2.1984,
Kleist(P-L),N,13.8,0.161,2.3859,2.0018,15019.2
Klement'ev(OH),N,12.6,0.2845,2.6492,1.8954,
Klementinum(FA),N,12.7,0.0855,2.8395,2.5968,
Klemm(VK5),N,13.4,0.0614,2.4503,2.2999,14144.4
Klemola(FX),N,10.1,0.0414,3.0124,2.8877,22516.2
Kleopatra(AGB),N,7.3,0.2511,2.7928,2.0916,19386
Klepesta(VP1),N,11.9,0.0043,2.8816,2.8692,
Klet(LA),N,12.8,0.2009,2.2417,1.7914,46314
KlimentOhridski(SV2),N,12.1,0.0803,2.93,2.6947,101124
Klimesh(MC),N,13,0.1976,2.3909,1.9184,363600
Klimishin(HF5),N,13.3,0.0995,2.2357,2.0132,
Klimt(GN3),N,12.9,0.1991,3.1797,2.5466,
Klio(AQA),N,9.4,0.2362,2.3619,1.804,84823.2
Klondike(FG),N,12.2,0.1163,2.2379,1.9776,72000
Klopsteg(SG),N,13.4,0.1821,2.256,1.8451,
Klotho(ADB),N,7.8,0.2573,2.669,1.9823,126540
Klotilde(AYD),N,9.2,0.1604,3.1734,2.6644,33168.6
Klumpkea(BD),N,10.4,0.1917,3.1121,2.5156,213120
Klymene(ARB),N,8.4,0.1609,3.1462,2.6401,32342.4
Klytaemnestra(AVC),N,8.1,0.1102,2.9722,2.6447,40222.8
Klythios(T-1),N,12.5,0.0398,5.2352,5.0271,
Klytia(AGA),N,9,0.0418,2.6664,2.5549,29869.2
Klyuchevskij(YD2),N,12.2,0.0574,2.995,2.823,
Knacke(WW11),N,13.4,0.1521,2.3841,2.0215,
Kniertje(RX),N,11.7,0.1823,2.6755,2.1877,35305.2
Knigge(PY1),N,13.1,0.1584,3.0654,2.5798,
Knopfia(FF1),N,12.5,0.0438,2.4264,2.3202,69465.6
Knutsson(FJ10),N,13,0.0409,2.8815,2.7635,
Knysna(LL),N,13,0.1634,2.1853,1.8281,9193.68
Kobayashi(ASD),N,12.8,0.1965,2.2392,1.7993,20181.6
Kobedaitenken(HE1),N,12.2,0.1402,3.1954,2.7473,56084.4
Kobolda(FB),N,12.8,0.1964,2.3057,1.853,14907.6
Kobresia(TG2),N,11.5,0.0563,2.5562,2.4123,100188
Kobuchizawa(EE),N,12,0.2565,3.1789,2.3635,
Kobushi(YD10),N,13.6,0.109,2.3164,2.0638,
Kobzar(YQ7),N,12.7,0.1644,2.7426,2.2917,
Kobzon(SZ9),N,12.6,0.1829,3.0934,2.5276,41652.72
Koch(AV4),N,13.4,0.0917,2.9798,2.7065,
Kochera(YC),N,13.2,0.0575,2.2067,2.0798,21992.4
Kochi(CB),N,11.6,0.0725,2.7945,2.5919,94212
Kochimiraikagaku(VG1),N,12,0.1189,3.0059,2.6484,
Kochiny(RA2),N,13.4,0.2468,2.6989,2.0327,
Kodaihasu(VH),N,11.7,0.077,2.9806,2.7511,
Kodaira(ET),N,12.7,0.4173,2.7551,1.6053,19440
Kodaly(AS1),N,13.9,0.1449,3.1084,2.658,
Koeberl(CY3),N,13.1,0.1757,2.6771,2.2067,
Kogure(BV2),N,12.9,0.2493,2.5863,1.9415,1209240
Kohei(GN1),N,12.7,0.1168,3.0169,2.6645,524520
Kohman(SS1),N,13,0.2866,3.2998,2.3541,
Kohno(BN),N,12.5,0.2244,2.666,2.0677,
Kohoutek(EN),N,12.8,0.1261,2.2509,1.967,13248
Kohsai(CU),N,13.5,0.1099,2.2152,1.9718,17665.2
Koichi(UZ3),N,13.5,0.2181,3.0098,2.3533,
Koichisato(HL1),N,13.1,0.1285,2.5305,2.2054,15354
Koishikawa(UK2),N,13.3,0.0933,2.3075,2.0921,10295.244
Kojiki(EW5),N,12.6,0.1286,3.1625,2.7558,
Kojitaku(TW),N,13.1,0.0944,2.2483,2.0361,
Kokhirova(CR27),N,12.8,0.0657,2.9978,2.8007,
Kokkola(WO),N,12.4,0.0725,2.3677,2.196,20988
Kokura(XH229),N,13.5,0.1654,2.9791,2.4865,
Kol'tsovo(SP6),N,12.7,0.1148,3.011,2.6652,
Kolbe(T-2),N,13.6,0.071,2.5483,2.3673,
Koldewey(WP22),N,12.9,0.172,3.1727,2.6269,22752
Kolesnikov(QX7),N,13.9,0.2427,2.8465,2.1555,
Kolga(ASB),N,9,0.09,2.8966,2.6359,63374.4
Kollaa(BS),N,12.7,0.0744,2.3639,2.1881,10759.32
Kollontai(PJ),N,12.6,0.1604,2.2137,1.8585,63564.84
Kolmogorov(QJ5),N,13.6,0.1816,3.1983,2.6174,
Kolya(SS4),N,11.6,0.1861,3.1709,2.5809,37803.96
Kolyer(EL34),N,13.8,0.1782,3.159,2.5961,
Kolyma(VX4),N,13.8,0.2275,2.3989,1.8531,17873.64
Komaki(CX),N,11.7,0.1249,3.0411,2.6612,13719.6
Komarov(OT),N,12.1,0.1913,2.7854,2.2525,31685.4
Komatsusakyo(YC),N,12.3,0.1254,3.2203,2.8165,8460
Komendantov(TC),N,12.3,0.2089,2.4681,1.9524,40660.92
Komensky(WB),N,11.7,0.0652,3.0186,2.8219,
Komiyama(HJ),N,13.2,0.1217,2.2632,1.9877,71478
Komppa(RF),N,11.4,0.0962,2.696,2.4367,12628.8
Komsomolia(SC),N,10.4,0.2214,3.1808,2.4767,115830
Komurotoru(VX2),N,13.3,0.2925,2.4502,1.7335,11797.56
Koncek(YH),N,11.3,0.116,3.0249,2.6739,28882.8
Kondakov(PM3),N,12.6,0.18,2.7996,2.2958,27348.84
Kondojiro(EQ3),N,11.6,0.3608,4.7641,3.0452,14400
Kondouakira(TO),N,13.7,0.1915,2.6794,2.1664,
Konig(GG),N,12.4,0.1055,2.5703,2.2992,22460.4
Konigstuhl(P-L),N,13.8,0.0312,2.7179,2.6331,
Konjikido(BY2),N,13.8,0.1212,3.0286,2.6617,24606
Konko(KN1),N,12.4,0.1148,2.6305,2.3286,
Konkolya(AF),N,11.8,0.1826,3.1197,2.5499,
Kononovich(RL1),N,13.1,0.1485,3.2273,2.7481,
Konopleva(VA9),N,12.1,0.1563,2.6494,2.2352,24735.24
Konoshenkova(CD),N,11.8,0.1385,3.2104,2.7658,
Konradbenes(BE1),N,13.9,0.158,2.4509,2.0636,13360.8996
Konstantin(VN1),N,11.9,0.1058,3.125,2.7944,
Konstitutsiya(SV4),N,10.3,0.097,3.2157,2.9038,40569.12
Koon(QY),N,10.8,0.0676,5.1051,4.7598,
Koopman(P-L),N,12.9,0.1006,3.1185,2.8048,46738.8
Kopff(UC),N,12.2,0.2134,2.2351,1.7583,24058.8
Korankei(DX),N,13.3,0.1901,2.5219,2.0423,9648
Koranna(HH),N,11.4,0.1331,2.6602,2.3061,16023.6
Korczak(SP1),N,11.7,0.1871,3.1472,2.5583,14389.2
Kordula(ATE),N,9.2,0.1699,3.3657,2.794,56052
Koremori(GD),N,13.5,0.0736,2.376,2.2011,39985.2
Korhonen(EM),N,11.8,0.1245,2.6091,2.2843,106178.4
Korinthos(T-2),N,11.8,0.0683,3.0016,2.7967,23828.4
Kornos(SE61),N,13,0.1451,2.6973,2.3058,
Korolenko(SD3),N,12.3,0.1551,2.675,2.2602,
Korolev(TU1),N,12.8,0.0847,2.2471,2.0568,16764.48
Korolirina(RJ1),N,13.7,0.2373,2.741,2.0906,
Koromhazi(WX6),N,13.3,0.1585,2.7136,2.2835,
Koronis(AAA),N,9.2,0.0521,2.8678,2.7185,51184.8
Korsor(EU),N,11.9,0.1306,3.1836,2.7678,16210.8
Korsten(XK144),N,13,0.1071,3.0024,2.6809,
Korsunia(EB2),N,13.3,0.1393,2.4485,2.1075,
Koshiishi(PZ12),N,12.3,0.0982,2.9996,2.705,
Koskenniemi(RM),N,12.9,0.1166,2.3757,2.0987,8612.28
Kosovichia(RM6),N,13.3,0.173,3.1858,2.6346,
Kostinsky(AVA),N,10.4,0.2196,3.982,3.1075,52920
Kostyukova(QE),N,11.7,0.1179,3.035,2.6771,282484.8
Kotelnikov(SE9),N,12.2,0.0758,2.8583,2.6417,59868
Kotka(DU),N,11.8,0.1957,2.7452,2.208,43765.2
Kotogahama(SE),N,11.7,0.0774,3.0154,2.782,60177.6
Kottapalli(QK38),N,13.4,0.1396,3.1686,2.7263,
Koussevitzky(OE),N,11.3,0.1185,3.0279,2.6691,22744.8
Kovacia(ADH),N,11.5,0.1276,3.0663,2.6751,31237.92
Kovalevskaya(RS2),N,10.7,0.0984,3.2115,2.8955,40010.4
Koyama(AB),N,12.3,0.0458,2.5659,2.4484,402642
